Respondent_ID,Gender,Age_Group,Political_Party,Education_Level,Race_Ethnicity,Economic_View,Unity_View,Financial_Status,Registered_Voter,Voted_in_2024
11349,A man,50-64,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
1561,A woman,65+,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
5797,A man,30-49,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1950,A woman,50-64,Democrat,College graduate+,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
7834,A woman,65+,Independent,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5773,A man,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
8561,A woman,65+,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3927,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2460,A man,50-64,Democrat,H.S. graduate or less,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15985,A woman,50-64,Independent,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
1257,A man,50-64,Independent,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Refused/Web blank,Yes
14618,A man,50-64,Republican,Some College,Asian non-Hispanic,Good,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
8669,A woman,30-49,Independent,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
6713,A man,30-49,Democrat,College graduate+,Asian non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,No,No
4312,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13195,A woman,65+,Something else,Some College,Asian non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3187,A woman,50-64,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
13696,A man,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
16331,A man,30-49,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
2894,A woman,50-64,Independent,Some College,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16353,A woman,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
1304,A man,65+,Democrat,College graduate+,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
7200,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8253,A woman,50-64,Republican,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1962,A man,50-64,Something else,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15558,A woman,18-29,Independent,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,No,No
5385,A woman,50-64,Democrat,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16257,A woman,65+,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
18033,A woman,18-29,Democrat,College graduate+,Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
7968,A man,50-64,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
4775,A woman,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
4530,A man,30-49,Democrat,Some College,Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
17416,A woman,18-29,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
18210,A man,30-49,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
739,A man,18-29,Republican,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
5264,A woman,18-29,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
9247,A man,18-29,Independent,Some College,Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
5419,A man,65+,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
12471,A woman,50-64,Democrat,H.S. graduate or less,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
690,A woman,50-64,Independent,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6175,A man,65+,Democrat,H.S. graduate or less,Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
3205,A woman,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
11076,A man,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
13898,A woman,50-64,Republican,Some College,Black non-Hispanic,Excellent,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
7437,A woman,65+,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
14019,A woman,50-64,Independent,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,Yes
8116,A woman,30-49,Something else,H.S. graduate or less,Asian non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6592,A man,65+,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
17529,A woman,50-64,Democrat,Some College,Refused,Good,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2959,A woman,50-64,Democrat,College graduate+,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
16442,A woman,30-49,Republican,Some College,Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,No,No
5992,A man,65+,Independent,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
10961,A woman,50-64,Something else,College graduate+,Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
11783,A woman,30-49,Republican,Some College,Other,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10972,A man,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
4791,A woman,30-49,Independent,Some College,Black non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
13197,A woman,30-49,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
4192,A man,18-29,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
11292,A woman,18-29,Democrat,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
16301,A woman,30-49,Something else,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
8949,A man,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
8598,A woman,30-49,Independent,H.S. graduate or less,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
13073,A woman,50-64,Democrat,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9843,A woman,30-49,Something else,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
6524,A woman,65+,Something else,College graduate+,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16335,A man,18-29,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
4548,A woman,30-49,Democrat,College graduate+,Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13864,A woman,65+,Democrat,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17480,A man,50-64,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
15191,A woman,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,No
3279,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10706,A woman,30-49,Independent,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13142,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2952,A woman,30-49,Something else,Some College,Hispanic,Poor,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
171,A woman,18-29,Democrat,Some College,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
16138,A man,50-64,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
13045,A man,30-49,Independent,Some College,Other,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3932,A woman,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,No,No
11050,A woman,50-64,Republican,College graduate+,Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
18781,A woman,65+,Republican,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
7458,A man,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
13333,A woman,50-64,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
12455,A man,65+,Independent,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
401,A woman,18-29,Independent,H.S. graduate or less,Hispanic,Excellent,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
12432,A woman,50-64,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,No,No
12221,A woman,50-64,Republican,Some College,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
15408,A man,50-64,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
11298,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11910,A man,30-49,Democrat,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
14223,A woman,18-29,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
6303,A woman,30-49,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,No,No
2781,A woman,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3722,A man,30-49,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
7957,A woman,65+,Independent,H.S. graduate or less,White non-Hispanic,Refused/Web blank,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
6356,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
13729,A woman,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2036,A man,65+,Independent,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
8610,A man,50-64,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
8582,A woman,30-49,Something else,College graduate+,White non-Hispanic,Excellent,Americans are united when it comes to the most important values,Live comfortably,Not sure,Yes
15287,A man,30-49,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
4705,A woman,30-49,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
18518,A man,50-64,Democrat,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,No,No
11753,A man,18-29,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
3771,A woman,50-64,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
14637,A man,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
18799,A man,30-49,Democrat,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
13542,A man,18-29,Something else,H.S. graduate or less,Black non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
5441,A man,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
9267,A woman,65+,Independent,Some College,Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
17272,A man,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
1486,A woman,18-29,Republican,College graduate+,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
18296,A woman,65+,Democrat,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
8174,A woman,65+,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
2939,A woman,18-29,Democrat,Some College,Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Not sure,No
10115,A man,30-49,Republican,College graduate+,White non-Hispanic,Excellent,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
5531,A woman,30-49,Democrat,H.S. graduate or less,Black non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
17870,A woman,65+,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
14469,A man,30-49,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
9439,A man,50-64,Democrat,H.S. graduate or less,Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6206,A woman,18-29,Democrat,Some College,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
2089,A man,30-49,Democrat,Some College,Refused,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
11317,A man,30-49,Something else,College graduate+,Other,Only fair,Americans are divided when it comes to the most important values,Live comfortably,No,No
8,A man,30-49,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15199,A woman,18-29,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
6988,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
5554,A man,65+,Democrat,Some College,Other,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
2724,A man,50-64,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
4179,A woman,30-49,Independent,Some College,Black non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Not sure,Yes
4694,A man,18-29,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,Yes
5041,A woman,30-49,Independent,Some College,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
9899,A woman,65+,Republican,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
14006,A man,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
7694,A woman,50-64,Independent,College graduate+,Other,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9945,A woman,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
16620,A woman,50-64,Independent,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
9199,A man,30-49,Something else,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Not sure,No
1776,A woman,18-29,Democrat,Some College,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
14744,A man,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
10529,A man,65+,Something else,Some College,Other,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
11720,A woman,50-64,Independent,College graduate+,Asian non-Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
5877,A man,50-64,Something else,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
5320,A woman,65+,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10333,A woman,50-64,Democrat,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
13063,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
7553,A man,30-49,Something else,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
2926,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
12568,A man,50-64,Independent,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
3429,A woman,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
2322,A man,30-49,Something else,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,No,No
6920,A woman,30-49,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
9536,A man,30-49,Democrat,College graduate+,Asian non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,No,No
9793,A woman,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
13036,A man,50-64,Something else,H.S. graduate or less,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,No,No
6244,A woman,30-49,Independent,College graduate+,Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
14494,A man,50-64,Republican,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
17704,A woman,65+,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
14739,A man,50-64,Democrat,Some College,Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10943,A man,65+,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
7442,A woman,50-64,Something else,H.S. graduate or less,Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Not sure,No
5130,A woman,65+,Democrat,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
11995,A woman,30-49,Democrat,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
6228,A woman,18-29,Democrat,Some College,Hispanic,Poor,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
7680,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
10259,A man,30-49,Democrat,College graduate+,Hispanic,Poor,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
189,A woman,50-64,Republican,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
12168,A man,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8689,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,No,Yes
3635,A man,50-64,Independent,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,No,No
